character,comic,reality,identity,alignment,eye_color,hair_color,sex,lgbtq,lgbtq_note,alive,appearances,first_appear_date,first_appear_year
Yatini,DC,New Earth,Secret Identity,Bad,,,Female,No,,Living,4,"1992, January",1992
Yazz,DC,New Earth,,Good,,,Male,No,,Living,8,"1995, January",1995
Ydrai,Marvel,Earth-616,Public Identity,,Pink,Pink,Male,No,,Living,,"1989, November 01",1989
Yegor Balinov,Marvel,Earth-616,Secret Identity,Bad,Green,Brown,Male,No,,Living,2,"1992, November 01",1992
Yekaterina,Marvel,Earth-616,Secret Identity,,,,Female,No,,Living,4,"2022, July 04",2004
Yelena Belova,Marvel,Earth-616,Secret Identity,Bad,Blue,Blond,Female,No,,Deceased,37,"1999, March 01",1999
Yellow Claw (Japanese),Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Deceased,1,"1945, March 01",1945
Yellow Fang,Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Deceased,1,"1944, March 01",1944
Yellow Kid,Marvel,Earth-616,Secret Identity,Neutral,,Bald,Male,No,,Living,2,"2022, June 07",2007
Yellow of the Rainbow Raiders,DC,New Earth,Secret Identity,Bad,,,Female,No,,Deceased,2,"2005, February",2005
Yellow Peril,DC,New Earth,Secret Identity,,,,Male,No,,Living,1,"2010, December",2010
Yellow Wasp,DC,New Earth,Secret Identity,Bad,,,Male,No,,Deceased,3,"1943, August",1943
Yen,Marvel,Earth-616,,,,,Male,No,,Living,1,"1966, April 01",1966
Yen Hsieh,Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Living,6,"1991, July 01",1991
Yenrag,Marvel,Earth-616,,,,,Male,No,,Living,4,"2022, September 08",2008
Yentron,Marvel,Earth-616,,Bad,,,,No,,Living,3,"1974, November 01",1974
Yera Allon,DC,Pre-Zero Hour,Public Identity,Good,Purple,Purple,Female,No,,Living,55,"1982, May",1982
Yeti (Guardian of the Gateway),Marvel,Earth-616,Secret Identity,Neutral,Red,White,Male,No,,Living,1,"1977, September 01",1977
Yeti (Inhuman),Marvel,Earth-616,Secret Identity,Neutral,Red,White,Male,No,,Living,8,"1970, June 01",1970
Yeti (Weapon P.R.I.M.E.),Marvel,Earth-616,Secret Identity,Neutral,,Bald,Male,No,,Living,6,"1992, June 01",1992
Yetrigar,Marvel,Earth-616,Secret Identity,,Brown,Brown,Male,No,,Living,5,"1978, May 01",1978
Yevgeny-Malevitch Volga,Marvel,Earth-616,No Dual Identity,Bad,,White,Male,No,,Living,5,,
Yezdigerd,Marvel,Earth-616,No Dual Identity,,Black,Black,Male,No,,Living,2,"1973, April 01",1973
Yggdrasil,DC,New Earth,Secret Identity,Good,,,,No,,Living,11,"1989, November",1989
Ygmlosvorraich,Marvel,Earth-616,,Bad,,,,No,,Living,1,"1992, December 01",1992
Yi Yang,Marvel,Earth-616,,Bad,Green,Black,Female,No,,Living,15,"1979, June 01",1979
Yidrazil,Marvel,Earth-616,Secret Identity,Bad,One Eye,Black,Male,No,,Deceased,6,"2022, October 03",2003
Yiggorum,Marvel,Earth-616,Secret Identity,Bad,,No Hair,Male,No,,Living,,"1989, September 01",1989
Yin,Marvel,Earth-616,,Bad,,Black,Male,No,,Living,4,"2022, May 03",2003
Yiorgos Krallis,Marvel,Earth-616,Secret Identity,,Brown,,Male,No,,Living,4,"1986, November 01",1986
Yith,Marvel,Earth-616,,Bad,Black,Auburn,Female,No,,Living,8,"2022, July 02",2002
Ymir,Marvel,Earth-616,No Dual Identity,Bad,White,No Hair,Male,No,,Living,30,"1963, October 01",1963
Yndamaati,DC,New Earth,,Good,,,Female,No,,Deceased,6,"1985, December",1985
Yo Lanar,Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Living,1,"1942, March 01",1942
Yo Yo Rodriguez,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Female,No,,Living,35,"2022, July 08",2008
Yo-Yo,DC,New Earth,Secret Identity,Bad,,Blond,Female,No,,Living,1,"2011, July",2011
Yod,Marvel,Earth-616,,Neutral,,No Hair,,No,,Living,6,"1991, February 01",1991
Yogi Dakor,Marvel,Earth-616,,Bad,,Black,Male,No,,Living,5,"1964, February 01",1964
Yohei,Marvel,Earth-616,,Bad,,Black,Male,No,,Living,2,"1996, December 01",1996
Yoko,Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Deceased,1,"1943, September 01",1943
Yolanda Montez,DC,New Earth,Secret Identity,Good,Brown,Reddish Brown,Female,No,,Deceased,64,"1985, March",1985
Yolanda Ybarra,DC,New Earth,Public Identity,Good,Brown,Black,Female,No,,Living,14,"1989, August",1989
Yolinda,Marvel,Earth-616,No Dual Identity,,Blue,Blond,Female,No,,Deceased,4,"1974, April 01",1974
Yologarch,Marvel,Earth-616,,Bad,,,,No,,Living,,,
Yon-Rogg,Marvel,Earth-616,Public Identity,Bad,,Brown,Male,No,,Living,40,"1967, December 01",1967
Yoof,Marvel,Earth-616,,,,,,No,,Living,1,"1989, November 01",1989
Yoof,DC,New Earth,,,,,Male,No,,Living,9,"1997, September",1997
Yorak,Marvel,Earth-616,No Dual Identity,,,No Hair,Male,No,,Living,2,"1987, December 01",1987
Yorgon Tykkio,Marvel,Earth-616,Secret Identity,Bad,Brown,Red,Male,No,,Deceased,8,"1985, December 01",1985
Yorkie Mitchell,Marvel,Earth-616,,Good,,Brown,Male,No,,Living,1,"2022, December 02",2002
Yorlo,Marvel,Earth-616,No Dual Identity,Neutral,,,Male,No,,Living,1,"1989, April 01",1989
Yoshi,Marvel,Earth-616,Secret Identity,Neutral,Black,Black,Male,No,,Deceased,1,"2022, June 02",2002
Yoshi Nagai,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,,
Yoshi's mother,Marvel,Earth-616,Secret Identity,Neutral,,Black,Male,No,,Living,,"2022, June 02",2002
Yoshida (Gauntlet member),Marvel,Earth-616,Secret Identity,Bad,Black,Black,Female,No,,Deceased,3,"2000, May 01",2000
Yoshida Asano,Marvel,Earth-616,,Bad,,,Male,No,,Deceased,1,"1990, June 01",1990
Yoshio Kannabe,Marvel,Earth-616,Secret Identity,,Blue,Black,Male,No,,Living,2,"2022, February 09",2009
Yoshiro Hachiman,Marvel,Earth-616,,,,,Male,No,,Living,9,"1999, November 01",1999
Young Frankenstein,DC,New Earth,Public Identity,Good,Black,Black,Male,No,,Living,12,"2006, September",2006
Young Soo Pock,Marvel,Earth-616,Secret Identity,Neutral,Brown,Black,Male,No,,Living,2,"2022, May 11",2011
Yoyo (Hydra),Marvel,Earth-616,Public Identity,Bad,,,Male,No,,Living,1,"1992, June 01",1992
Yrdisis,Marvel,Earth-616,Secret Identity,Good,,Black,Female,No,,Living,7,"1986, February 01",1986
Yrik Whitemane,Marvel,Earth-616,,Good,Pink,Black,Male,No,,Living,6,"1985, November 01",1985
Yron,DC,New Earth,Public Identity,Good,,,Male,No,,Deceased,3,"1984, November",1984
Yrra Cynril,DC,New Earth,Secret Identity,Neutral,Brown,Black,Female,No,,Living,48,"1997, February",1997
Yruku,Marvel,Earth-616,Secret Identity,Neutral,Yellow,Bald,Male,No,,Living,2,"2022, February 11",2011
Ystina,DC,New Earth,Secret Identity,Good,Green,Black,Female,No,,Living,13,"2005, May",2005
Ytitnedion,Marvel,Earth-616,No Dual Identity,Bad,,,Male,No,,Living,5,"1980, January 01",1980
Yu Huang,DC,New Earth,Public Identity,Good,,,Male,No,,Living,5,"2010, February",2010
Yu Kirin,Marvel,Earth-616,No Dual Identity,,,Black,Male,No,,Living,2,"1996, April 01",1996
Yu-Huang,Marvel,Earth-616,,Good,Brown,Black,Male,No,,Living,10,"1980, October 01",1980
Yuen Yee,Marvel,Earth-616,No Dual Identity,Good,Brown,Black,Male,No,,Living,6,"2022, December 08",2008
Yuga Khan,DC,New Earth,,,,,Male,No,,Deceased,6,"1990, June",1990
Yuji Watanabe,Marvel,Earth-616,No Dual Identity,Good,,Grey,Male,No,,Living,7,"1990, December 01",1990
Yuki,Marvel,Earth-616,Secret Identity,Bad,,Black,Female,No,,Living,3,"2022, October 10",2010
Yuki Yamashiro,DC,New Earth,,Good,,Black,Female,No,,Living,7,"1984, July",1984
Yukio,Marvel,Earth-616,No Dual Identity,Neutral,Brown,Black,Female,Yes,Bisexual,Living,68,"1982, September 01",1982
Yukotujakzurjimozoata,Marvel,Earth-616,Secret Identity,,Black,Black,Male,No,,Living,14,"2022, May 04",2004
Yum Kaax,Marvel,Earth-616,,,Green,,Male,No,,Living,4,"2022, August 12",2012
Yun Guang Han,Marvel,Earth-616,,Bad,Green,Black,Male,No,,Living,3,"2022, February 13",2013
Yuri (Rasputin),Marvel,Earth-616,No Dual Identity,Good,Black,Black,Male,No,,Deceased,1,"2022, November 05",2005
Yuri Brevlov,Marvel,Earth-616,,Good,Blue,Blond,Male,No,,Living,6,"1968, August 01",1968
Yuri Brushov,Marvel,Earth-616,No Dual Identity,Bad,,Brown,Male,No,,Living,3,"1967, August 01",1967
Yuri Medvedev,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,4,"1997, October 01",1997
Yuri Petrovitch,Marvel,Earth-616,Secret Identity,Bad,Blue,Black,Male,No,,Living,10,"1976, August 01",1976
Yuri Rashnikov,DC,New Earth,,Bad,,Brown,Male,No,,Living,1,"1983, May",1983
Yuri Topolov,Marvel,Earth-616,Secret Identity,Neutral,Blue,Bald,Male,No,,Deceased,13,"1962, May 01",1962
Yuri Trifanov,Marvel,Earth-616,No Dual Identity,,,Brown,Male,No,,Living,,"1992, November 01",1992
Yuri Watanabe,Marvel,Earth-616,Secret Identity,Good,Black,Black,Female,No,,Living,25,"2022, September 09",2009
Yuri's stepmother,Marvel,Earth-616,No Dual Identity,Good,Blue,Blond,Female,No,,Living,,"2022, November 05",2005
Yuriko Oyama,Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Female,No,,Living,99,"1983, August 01",1983
Yuriko Takiguchi,Marvel,Earth-616,No Dual Identity,Neutral,,White,Male,No,,Deceased,31,"1977, August 01",1977
Yurrd,DC,New Earth,Secret Identity,Bad,White,,Male,No,,Deceased,16,"2006, November",2006
Yurthagg,Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1986, January 01",1986
Yussuf Hussain,Marvel,Earth-616,No Dual Identity,Good,Brown,Black,Male,No,,Living,5,"2022, November 08",2008
Yutaka (The Hand),Marvel,Earth-616,,Bad,,Black,Male,No,,Living,3,"2022, April 10",2010
Yvette Avril,Marvel,Earth-616,Public Identity,Good,Brown,Brown,Female,No,,Living,13,"1979, February 01",1979
Yvette Bourbon,Marvel,Earth-616,Secret Identity,Bad,,White,Female,No,,Deceased,1,"1947, June 01",1947
Yvette Diamonde,Marvel,Earth-616,Secret Identity,Bad,,Black,Female,Yes,Homosexual,Living,2,"1998, January 01",1998
Yvette DuBois,DC,New Earth,Public Identity,Good,,Black,Female,No,,Living,15,"1993, October",1993
Yvette Steckley,Marvel,Earth-616,Public Identity,Neutral,,Blond,Female,No,,Deceased,3,"1974, May 01",1974
Yvon Berse,Marvel,Earth-616,,,,,Male,No,,Living,1,"1986, October 01",1986
Yvonne Pariel,DC,New Earth,,Good,Brown,Black,Female,No,,Living,10,"2008, August",2008
Yz,DC,New Earth,Secret Identity,Good,Red,,Male,No,,Living,207,"1940, January",1940
Z-1,DC,New Earth,Public Identity,Bad,Yellow,,Male,No,,Living,4,"1963, May",1963
Z'Cann,Marvel,Earth-616,Public Identity,Good,Green,Black,Female,No,,Living,,"2000, February 01",2000
Z'oofrey Grasswind,Marvel,Earth-616,,,,,Female,No,,Living,,"1995, December 01",1995
Z'Reg,Marvel,Earth-616,Secret Identity,Good,Green,No Hair,Male,No,,Deceased,,"2022, July 06",2006
Z\u00fcM,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,6,"1997, January",1997
Z2,Marvel,Earth-616,,Bad,,,,No,,Deceased,1,"1969, August 01",1969
Za'ken,Marvel,Earth-616,,Neutral,Blue,Blond,Male,No,,Living,,"1996, May 01",1996
Zabo Donalbain,Marvel,Earth-616,,Bad,,Bald,Male,No,,Living,3,"1972, November 01",1972
Zabu,Marvel,Earth-616,Public Identity,Good,Green,Orange,Male,No,,Living,234,"1965, March 01",1965
Zabyk,Marvel,Earth-616,No Dual Identity,Bad,Black,Green,Male,No,,Living,3,,
Zac Ares Bandet,DC,New Earth,,Good,Blue,,Male,No,,Deceased,1,"2000, July",2000
Zach Halliwell,Marvel,Earth-616,Secret Identity,Good,Red,Brown,Male,No,,Living,2,"2022, March 03",2003
Zacharaiah Seavey,Marvel,Earth-616,Secret Identity,Bad,Variable Eye Color,No Hair,Male,No,,Living,6,"1978, January 01",1978
Zachary Drebb,Marvel,Earth-616,Secret Identity,Bad,Brown,Brown,Male,No,,Deceased,4,"1984, July 01",1984
Zachary Gate,DC,New Earth,Secret Identity,Bad,Blue,Blond,Male,No,,Living,5,"2011, July",2011
Zachary Moonhunter,Marvel,Earth-616,Public Identity,Good,Blue,Black,Male,No,,Living,21,"1992, July 01",1992
Zachary Smith Jr.,Marvel,Earth-616,Secret Identity,Good,Hazel,Black,Male,No,,Deceased,14,"2022, August 05",2005
Zachary Taylor,Marvel,Earth-616,No Dual Identity,,,,Male,No,,Deceased,1,"2022, March 13",2013
Zachary Williams,Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Living,6,"1998, July 01",1998
Zachary Zatara,DC,New Earth,Public Identity,Good,Green,Black,Male,No,,Living,43,"2006, May",2006
Zachary Zor,DC,New Earth,Secret Identity,Bad,Green,Black,Male,No,,Living,7,"1940, May",1940
Zack Zimmerman,Marvel,Earth-616,,Good,,,Male,No,,Living,2,"2022, September 06",2006
Zadar,DC,New Earth,Secret Identity,Bad,,Black,Male,No,,Living,3,"2010, July",2010
Zadkiel,Marvel,Earth-616,No Dual Identity,Bad,Blue,Blond,Male,No,,Living,11,"2022, February 09",2009
Zagana,Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Living,1,"1947, May 01",1947
Zaharra,DC,New Earth,,Good,,Brown,Female,No,,Deceased,1,"1989, June",1989
Zahgurim,Marvel,Earth-616,,Bad,White,No Hair,,No,,Living,2,"1994, March 01",1994
Zahnmorder,Marvel,Earth-616,Secret Identity,Bad,Brown,Bald,Male,No,,Deceased,4,"1991, September 01",1991
Zahvut Dragunov,Marvel,Earth-616,,Neutral,,,Male,No,,Deceased,,"1994, September 01",1994
Zaius,DC,New Earth,Public Identity,Good,,,Male,No,,Living,3,"2003, August",2003
Zak-Del,Marvel,Earth-616,Secret Identity,Good,Red,White,Male,No,,Living,12,"2022, August 07",2007
Zakaius,Marvel,Earth-616,,Bad,,Black,Male,No,,Living,4,"1994, December 01",1994
Zakar,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,7,"2022, November 09",2009
Zakim Karzai,Marvel,Earth-616,,Bad,,,Male,No,,Deceased,3,"2022, August 06",2006
Zakka,Marvel,Earth-616,Secret Identity,,,Black,Male,No,,Living,3,"1977, August 01",1977
Zako,Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Living,1,"1945, September 01",1945
Zala Dane,Marvel,Earth-616,Secret Identity,Bad,Blue,Black,Female,No,,Deceased,22,"1970, December 01",1970
Zaladin,DC,New Earth,Secret Identity,Bad,White,Black,Male,No,,Living,2,"2003, July",2003
Zalaski,Marvel,Earth-616,No Dual Identity,Bad,,,Male,No,,Living,1,"1991, February 01",1991
Zale,DC,New Earth,,Good,,Black,Female,No,,Living,4,"2008, April",2008
Zalkor,Marvel,Earth-616,,Bad,,No Hair,Male,No,,Living,3,"1994, August 01",1994
Zalme,Marvel,Earth-616,Secret Identity,Neutral,,Black,Male,No,,Living,1,"1984, January 01",1984
Zalph,Marvel,Earth-616,Public Identity,Neutral,,,Male,No,,Living,1,"1989, September 01",1989
Zamanathan Rambunazeth,Marvel,Earth-616,,Neutral,,Black,Male,No,,Living,2,"1993, June 01",1993
Zamira,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Female,No,,Living,1,,
Zamu,Marvel,Earth-616,,Bad,,No Hair,Male,No,,Living,2,"1961, August 01",1961
Zan,DC,New Earth,Secret Identity,Good,,Black,Male,No,,Living,12,"1995, October",1995
Zan Philo,Marvel,Earth-616,Secret Identity,Good,,,Male,No,,Living,5,"2022, November 09",2009
Zan-R,DC,New Earth,Public Identity,Good,,,Male,No,,Living,1,"1988, February",1988
Zanadu,DC,Earth-Two,,Bad,,,Male,No,,Living,4,"1976, August",1976
Zanda,Marvel,Earth-616,Public Identity,,Brown,Black,Female,No,,Deceased,19,"1977, January 01",1977
Zander Rice,Marvel,Earth-616,,Bad,Blue,Brown,Male,No,,Deceased,8,"2022, March 05",2005
Zandor,Marvel,Earth-616,,Bad,,Bald,Male,No,,Living,3,"1975, January 01",1975
Zandow,Marvel,Earth-616,Secret Identity,Bad,,Brown,Male,No,,Living,2,"1941, August 01",1941
Zane Temple,Marvel,Earth-616,No Dual Identity,Good,,Grey,Male,No,,Living,15,"1951, January 01",1951
Zaneth,DC,New Earth,,Good,,,Male,No,,Deceased,2,"2007, September",2007
Zaniac,Marvel,Earth-616,Secret Identity,Bad,Brown,Green,Male,No,,Living,6,"1982, May 01",1982
Zankor,Marvel,Earth-616,,Bad,,,Male,No,,Living,2,"1961, December 01",1961
Zannarth,Marvel,Earth-616,,Bad,Yellow,Black,Male,No,,Living,3,"1974, July 01",1974
Zano (Xartan),Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,3,"1963, March 01",1963
Zanti Chikane,Marvel,Earth-616,No Dual Identity,Good,,Black,Male,No,,Living,17,"1989, April 01",1989
Zantor,Marvel,Earth-616,No Dual Identity,Bad,,,Male,No,,Living,1,"1989, July 01",1989
Zaoxing,Marvel,Earth-616,Secret Identity,Good,Brown,Black,Male,No,,Living,1,"2022, January 12",2012
Zapal,Marvel,Earth-616,No Dual Identity,Good,Blue,Blond,Male,No,,Living,1,"1973, June 01",1973
Zar,Marvel,Earth-616,No Dual Identity,Good,Black,Brown,Male,No,,Living,18,"1939, October 01",1939
Zar (Nowhere),Marvel,Earth-616,No Dual Identity,Bad,,White,Male,No,,Living,1,"1942, December 01",1942
Zara,DC,New Earth,Secret Identity,Bad,,Brown,Female,No,,Living,2,"2001, September",2001
Zara of the Jungle,Marvel,Earth-616,Secret Identity,Good,Blue,Black,Female,No,,Living,4,"1940, April 01",1940
Zarathos,Marvel,Earth-616,Secret Identity,Neutral,Blue,No Hair,Male,No,,Living,40,"1972, August 01",1972
Zarathustra,Marvel,Earth-616,,,,Black,Female,No,,Living,5,"1994, December 01",1994
Zarda Shelton (Zombie Clone),Marvel,Earth-616,Secret Identity,Bad,Yellow,Black,Female,No,,Deceased,,"2022, May 11",2011
Zardeth,Marvel,Earth-616,,Bad,Yellow,Black,Male,No,,Deceased,11,"1983, May 01",1983
Zardok,Marvel,Earth-616,,Bad,,No Hair,Male,No,,Deceased,2,"1994, January 01",1994
Zardor,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,7,"2010, October",2010
Zarek,Marvel,Earth-616,Public Identity,Bad,Blue,Bald,Male,No,,Living,22,"1967, December 01",1967
Zargus (Zephyrean),Marvel,Earth-616,,,,White,Male,No,,Living,1,"1973, August 01",1973
Zarin (Eternal),Marvel,Earth-616,Secret Identity,Neutral,Blue,,Male,No,,Living,4,"1977, May 01",1977
Zarina,Marvel,Earth-616,No Dual Identity,Bad,Blue,,Female,No,,Living,8,"2022, October 03",2003
Zarpo,Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Deceased,1,"1941, December 01",1941
Zartra (Ancient Atlantis),Marvel,Earth-616,No Dual Identity,Good,,,Female,No,,Living,8,"1973, June 01",1973
Zartra (Atlantean),Marvel,Earth-616,Public Identity,Good,Blue,Auburn,Female,No,,Living,4,"1973, October 01",1973
Zartros,Marvel,Earth-616,,Good,,Brown,Male,No,,Living,1,"1976, August 01",1976
Zastrow,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,31,"1987, August",1987
Zatanna Zatara,DC,New Earth,Public Identity,Good,Blue,Black,Female,No,,Living,439,"1964, November",1964
Zath,Marvel,Earth-616,,Bad,,,,No,,Living,1,"1993, March 01",1993
Zauriel,DC,New Earth,Public Identity,Good,Red,White,Male,No,,Living,108,"1997, June",1997
Zawadi,Marvel,Earth-616,Public Identity,Good,Brown,Black,Female,No,,Living,5,"1998, September 01",1998
Zawavari,Marvel,Earth-616,Public Identity,Good,Brown,Red,Male,No,,Living,8,"2022, June 09",2009
Zazzala,DC,New Earth,Secret Identity,Bad,Blue,Black,Female,No,,Living,28,"1963, November",1963
Zbigniew X,DC,New Earth,Public Identity,Neutral,,,Male,No,,Living,1,"2006, April",2006
Zborra,DC,New Earth,,Good,Black,,Male,No,,Deceased,6,"1967, September",1967
Zeaklar Belgewater,Marvel,Earth-616,Public Identity,Good,Red,White,Male,No,,Living,3,"1990, September 01",1990
Zebadiah Creed,Marvel,Earth-616,Secret Identity,Bad,Amber,Brown,Male,No,,Deceased,4,"1993, August 01",1993
Zebediah Killgrave,Marvel,Earth-616,Public Identity,Bad,Purple,Purple,Male,No,,Living,63,"1964, October 01",1964
Zebediah Stane,Marvel,Earth-616,Public Identity,Bad,Blue,Brown,Male,No,,Deceased,2,"1985, September 01",1985
Zebra Daddy,Marvel,Earth-616,,Bad,Brown,Brown,Male,No,,Deceased,3,"2022, November 03",2003
Zebra-Man II,DC,New Earth,Secret Identity,Bad,Black,Black,Male,No,,Living,3,"1987, July",1987
Zed,Marvel,Earth-616,,Good,,,Male,No,,Deceased,3,"2022, October 04",2004
Zedabon Zarr,DC,New Earth,Secret Identity,Bad,Black,Red,Male,No,,Living,1,"1966, February",1966
Zeddmore Washington,DC,New Earth,Secret Identity,Bad,Brown,Black,Male,No,,Deceased,4,"2009, August",2009
Zedrao,Marvel,Earth-616,Secret Identity,Bad,Green,No Hair,Male,No,,Living,7,"1982, April 01",1982
ZeeBee,Marvel,Earth-616,,,Red,Red,Female,No,,Living,1,"2022, August 06",2006
Zeek,Marvel,Earth-616,Secret Identity,,,Black,Male,No,,Deceased,2,"1986, November 01",1986
Zeelmo,Marvel,Earth-616,Secret Identity,Bad,,Bald,Male,No,,Deceased,1,"1940, August 01",1940
Zeep,DC,New Earth,,Good,,,Male,No,,Living,4,"1989, May",1989
Zeeshan,Marvel,Earth-616,Public Identity,Neutral,Brown,Black,Male,No,,Deceased,1,"2022, September 11",2011
Zefra,Marvel,Earth-616,Secret Identity,Good,,Black,Female,No,,Living,9,"1994, June 01",1994
Zeke Mallon,Marvel,Earth-616,No Dual Identity,Good,,Red,Male,No,,Living,1,"1943, March 01",1943
Zeke Sallinger,Marvel,Earth-616,Secret Identity,,,Blond,Male,No,,Living,2,"1989, March 01",1989
Zel Credo,Marvel,Earth-616,,Bad,Green,Bald,Male,No,,Living,1,"2022, September 11",2011
Zelda (District X),Marvel,Earth-616,Public Identity,Bad,Green,Blond,Female,No,,Living,3,"2022, June 04",2004
Zelda DuBois,Marvel,Earth-616,Public Identity,Bad,Green,Auburn,Female,No,,Living,81,"1965, March 01",1965
Zelda Kurtzberg,Marvel,Earth-616,Public Identity,Good,,Brown,Female,No,,Living,30,"1964, September 01",1964
Zemu,Marvel,Earth-616,,Bad,Black,No Hair,Male,No,,Living,11,"1962, December 01",1962
Zen-Pram,Marvel,Earth-616,,,,Black,Male,No,,Deceased,2,"1997, April 01",1997
Zena Moonstruk,DC,New Earth,Public Identity,Good,,White,Female,No,,Living,38,"1991, August",1991
Zendrao,Marvel,Earth-616,Secret Identity,Bad,Green,No Hair,Male,No,,Living,,"1982, April 01",1982
